ala,val,leu,ile,pro,cys,met,gly,trp,phe,lys,arg,his,tyr,thr,glu,gln,asp,asn,ser,AGORA2
0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,Bifidobacterium_asteroides_DSM_20089
0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,Bifidobacterium_asteroides_Hma3
0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,Bifidobacterium_asteroides_PRL2011
0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,Bifidobacterium_bifidum_156B
0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,Bifidobacterium_bifidum_ATCC_29521
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,Bifidobacterium_bifidum_BGN4
0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,Bifidobacterium_bifidum_ERR1022335
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,Bifidobacterium_bifidum_LMG_13195
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,Bifidobacterium_bifidum_NCIMB_41171
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,Bifidobacterium_bifidum_PRL2010
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,Bifidobacterium_bifidum_S17
1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,Bifidobacterium_boum_DSM_20432
1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,Bifidobacterium_breve_12L
1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,Bifidobacterium_breve_2L
1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,Bifidobacterium_breve_689b
1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,Bifidobacterium_breve_ACS_071_V_Sch8b
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,Bifidobacterium_breve_CECT_7263
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,Bifidobacterium_breve_DPC_6330
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,Bifidobacterium_breve_DSM_20213
1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,Bifidobacterium_breve_ERR2230051
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,Bifidobacterium_breve_HPH0326
1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,Bifidobacterium_breve_JCM_7017
1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,Bifidobacterium_breve_JCM_7019
1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,Bifidobacterium_breve_MCC_0121
1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,Bifidobacterium_breve_MCC_0305
1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,Bifidobacterium_breve_MCC_0476
1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,Bifidobacterium_breve_MCC_1094
1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,Bifidobacterium_breve_MCC_1114
1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,Bifidobacterium_breve_MCC_1128
1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,Bifidobacterium_breve_MCC_1340
1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,Bifidobacterium_breve_MCC_1454
1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,Bifidobacterium_breve_MCC_1604
1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,Bifidobacterium_breve_MCC_1605
1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,Bifidobacterium_breve_NCFB_2258
1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,Bifidobacterium_breve_UCC2003_NCIMB8807
1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,Bifidobacterium_catenulatum_DSM_16992
1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,Bifidobacterium_choerinum_DSM_20434
0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,Bifidobacterium_coryneforme_Bma6
0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,Bifidobacterium_coryneforme_DSM_20216
0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,Bifidobacterium_dentium_JCM_1195_DSM_20436
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,Bifidobacterium_gallicum_DSM_20093
0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,Bifidobacterium_indicum_LMG_11587_DSM_20214
0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,Bifidobacterium_kashiwanohense_DSM_21854
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,Bifidobacterium_longum_BG7
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,Bifidobacterium_longum_BXY01
1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,Bifidobacterium_longum_E18
1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,Bifidobacterium_longum_ERR2221141
1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,Bifidobacterium_longum_ERR2221351
1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,Bifidobacterium_longum_ERR2221409
1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,Bifidobacterium_longum_ERR2230052
1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,Bifidobacterium_longum_ERR2230120
1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,Bifidobacterium_longum_ERR2230133
1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,Bifidobacterium_longum_ERR2230158
1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,Bifidobacterium_longum_infantis_157F_NC
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,Bifidobacterium_longum_infantis_ATCC_15697
1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,Bifidobacterium_longum_longum_ATCC_55813
1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,Bifidobacterium_longum_longum_BBMN68
1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,Bifidobacterium_longum_NCC2705
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,Bifidobacterium_longum_subsp_infantis_BT1
1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,Bifidobacterium_longum_subsp_longum_2_2B
1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,Bifidobacterium_longum_subsp_longum_35B
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,Bifidobacterium_longum_subsp_longum_NCIMB8809
1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,Bifidobacterium_mongoliense_DSM_21395
0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,Bifidobacterium_pseudocatenulatum_DSM_20438
1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,Bifidobacterium_pseudocatenulatum_ERR1022356
1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,Bifidobacterium_pseudocatenulatum_ERR1203976
1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,Bifidobacterium_pseudocatenulatum_ERR1204070
1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,Bifidobacterium_pseudocatenulatum_ERR2221142
1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,Bifidobacterium_pseudocatenulatum_IPLA36007
0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,Bifidobacterium_pseudolongum_subsp_Pseudolongum_DSM_20099
0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,Bifidobacterium_pullorum_DSM_20433
0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,Bifidobacterium_pullorum_LMG_21816
0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,Bifidobacterium_ruminantium_DSM_6489
0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,Bifidobacterium_scardovii_JCM_12489
0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,Bifidobacterium_sp_MSTE12
1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,Bifidobacterium_stercoris_DSM_24849
1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,Bifidobacterium_stercoris_ERR1204054
1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,Bifidobacterium_thermacidophilum_subsp_thermacidophilum_DSM_15837
1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,Bifidobacterium_thermophilum_RBL67
1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,Bilophila_sp_4_1_30
1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,Bilophila_wadsworthia_3_1_6
1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,Bilophila_wadsworthia_ATCC_49260
0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,Bittarella_massiliensis_GD6
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Blastococcus_massiliensis_AP3
1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,Blautia_coccoides_YL58
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,Blautia_faecis_ERR2221099
0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,Blautia_gnavus_ERR1022310
0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,Blautia_gnavus_ERR1203926
0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,Blautia_gnavus_ERR171257
0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,Blautia_gnavus_ERR2221233
1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,Blautia_hansenii_VPI_C7_24_DSM_20583
0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,Blautia_hydrogenotrophica_DSM_10507
1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,Blautia_hydrogenotrophica_ERR1022315
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,Blautia_luti_DSM_14534
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,Blautia_luti_ERR1022337
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,Blautia_luti_ERR1022379
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,Blautia_luti_ERR1022471
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,Blautia_luti_ERR1203942
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,Blautia_luti_ERR2221098
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,Blautia_massiliensis_GD9
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,Blautia_nov_ERR1022275
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,Blautia_nov_ERR1022294
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,Blautia_nov_ERR1022295
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,Blautia_nov_ERR1022302
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,Blautia_nov_ERR1022306
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,Blautia_nov_ERR1022338
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,Blautia_nov_ERR1022339
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,Blautia_nov_ERR1022340
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,Blautia_nov_ERR1022378
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,Blautia_nov_ERR1022424
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,Blautia_nov_ERR1022426
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,Blautia_nov_ERR1022435
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,Blautia_nov_ERR1203955
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,Blautia_nov_ERR1204049
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,Blautia_nov_ERR1204065
0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,Blautia_nov_ERR2221143
0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,Blautia_nov_ERR2221170
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,Blautia_nov_ERR2221260
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,Blautia_nov_ERR2221265
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,Blautia_nov_ERR2221269
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,Blautia_nov_ERR2221270
0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,Blautia_nov_ERR2221279
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,Blautia_nov_ERR2221370
0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,Blautia_nov_ERR2221404
0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,Blautia_nov_ERR2221410
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,Blautia_nov_ERR2230061
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,Blautia_nov_ERR2230064
0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,Blautia_nov_ERR2230066
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,Blautia_nov_ERR2230067
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,Blautia_nov_ERR2230071
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,Blautia_nov_ERR2230072
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,Blautia_nov_ERR2230073
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,Blautia_nov_ERR2230075
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,Blautia_nov_ERR2230099
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,Blautia_nov_ERR2230110
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,Blautia_nov_ERR2230116
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,Blautia_nov_ERR2230130
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,Blautia_nov_ERR2230136
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,Blautia_nov_ERR2230152
0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,Blautia_obeum_ATCC_29174
1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,Blautia_producta_DSM_2950
1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,Blautia_producta_ERR171261
1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,Blautia_producta_ERR2221380
1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,Blautia_sp_YL58
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,Blautia_torques_ERR1022291
0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,Blautia_torques_ERR1022304
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,Blautia_torques_ERR1022325
0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,Blautia_torques_ERR1022357
0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,Blautia_torques_ERR1022404
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,Blautia_torques_ERR1022479
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,Blautia_torques_ERR1203943
0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,Blautia_torques_ERR1203966
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,Blautia_torques_ERR1204037
0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,Blautia_torques_ERR1204060
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,Blautia_torques_ERR2221100
0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,Blautia_torques_ERR2221189
0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,Blautia_torques_ERR2230088
0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,Blautia_torques_ERR2230104
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,Blautia_wexlerae_AGR2146
0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,Blautia_wexlerae_DSM_19850
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,Blautia_wexlerae_ERR1022296
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,Blautia_wexlerae_ERR1022377
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,Blautia_wexlerae_ERR1022425
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,Blautia_wexlerae_ERR1204036
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,Blautia_wexlerae_ERR2230049
1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,Bordetella_hinzii_F582
1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,Bordetella_hinzii_OH87_BAL007II
0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,Borkfalkia_ceftriaxoniphila_HDS1380
1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,Bosea_thiooxidans_DSM_9653
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Brachybacterium_paraconglomeratum_LC44
1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,Brachyspira_aalborgi_513A
1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,Brachyspira_aalborgi_PC2022III
0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,Brachyspira_aalborgi_PC2777IV
1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,Brachyspira_aalborgi_PC3053II
1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,Brachyspira_aalborgi_PC3517II
0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,Brachyspira_aalborgi_PC3714II
1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,Brachyspira_aalborgi_PC390II
1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,Brachyspira_aalborgi_PC3939II
1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,Brachyspira_aalborgi_PC3997IV
1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,Brachyspira_aalborgi_PC4226IV
1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,Brachyspira_aalborgi_PC4580III
1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,Brachyspira_aalborgi_PC4597II
1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,Brachyspira_aalborgi_PC5099IV
1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,Brachyspira_aalborgi_PC5538III_lc
1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,Brachyspira_aalborgi_PC5587_p
1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,Brachyspira_aalborgi_PC5587_u
1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,Brachyspira_aalborgi_W1
0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,Brachyspira_pilosicoli_95_1000
1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,Brachyspira_pilosicoli_P43_6_78
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Bradyrhizobium_elkanii_USDA_76
1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,Bradyrhizobium_japonicum_E109
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,Bradyrhizobium_japonicum_USDA_110
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Bradyrhizobium_japonicum_USDA_124
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Bradyrhizobium_japonicum_USDA_6
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,Bradyrhizobium_japonicum_WSM2793
1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,Bradyrhizobium_yuanmingense_BR3267
1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,Bradyrhizobium_yuanmingense_CCBAU_05623
1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,Bradyrhizobium_yuanmingense_CCBAU_25021
1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,Bradyrhizobium_yuanmingense_CCBAU_35157
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Brevibacillus_agri_5_2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Brevibacillus_agri_BAB_2500
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Brevibacillus_borstelensis_AK1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Brevibacillus_brevis_NBRC_100599
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,Brevibacterium_casei_S18
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,Brevibacterium_linens_BL2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,Brevibacterium_massiliense_5401308
1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,Brevibacterium_senegalense_JC43
1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,Brevundimonas_bacteroides_DSM_4726
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,Brevundimonas_diminuta_470_4
1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,Brevundimonas_subvibrioides_ATCC_15264
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Brochothrix_thermosphacta_DSM_20171
0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,Bulleidia_extructa_W1219
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Burkholderia_cenocepacia_AU_1054
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Burkholderia_cenocepacia_H111
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Burkholderia_cenocepacia_HI2424
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,Burkholderia_cenocepacia_J2315
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Burkholderia_cenocepacia_MC0_3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Burkholderia_cenocepacia_PC184
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Burkholderia_cepacia_GG4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Burkholderia_cepacia_LO6
0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,Burkholderiales_bacterium_1_1_47
0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,Burkholderiales_bacterium_YL45
0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,Butyricicoccus_nov_ERR2221182
0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,Butyricicoccus_pullicaecorum_1_2
1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,Butyricimonas_sp_Marseille_P2440
0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,Butyricimonas_synergistica_DSM_23225
1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,Butyricimonas_virosa_DSM_23226
1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,Butyricimonas_virosa_ERR2221144
1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,Caecibacter_massiliensis_DSM_100188
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Campylobacter_coli_1098
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Campylobacter_coli_111_3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Campylobacter_coli_1148
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Campylobacter_coli_132_6
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Campylobacter_coli_1417
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Campylobacter_coli_14983A
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Campylobacter_coli_151_9
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Campylobacter_coli_1891
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Campylobacter_coli_1909
